Номера по спискам;Русский;English;中文;Deutsch;Español;Français;Italiano;Polski
Sanity;Показатель того, насколько адекватно персонаж воспринимает действительность.#Падает от пугающих врагов, нечестивого урона, травм головы, магических негативных эффектов, высокой боли и интоксикации.##При рассудке ниже ~r~50%~/~ у персонажа начинают развиваться негативные психические состояния.;The degree of clarity to which your character perceives the reality.#It's reduced by terrifying enemies, Unholy Damage, Head Injuries, negative Magic effects, high Pain level and intoxication.##If Sanity drops below ~r~50%~/~, the character may begin to suffer from negative mental effects.;你清醒认知现实的能力。#如果遇到令人胆寒的敌人，受到邪术伤害，头部受伤，受到负面魔法影响，或疼痛与迷醉的程度加深，神智便会降低。##如果神智低于~r~50%~/~，你将出现负面的心智状态。;Der Grad der Klarheit, mit der dein Charakter die Realität wahrnimmt.#Wird reduziert durch furchteinflößende Gegner, unheiligen Schaden, Kopfverletzungen, negative Magieeffekte, große Schmerze und Vergiftungen.##Sinkt der Zustand unter ~r~50%~/~, kann der Charakter anfangen, unter negativen mentalen Effekten zu leiden.;;;;Wskazuje to, jak trzeźwo twoja postać postrzega rzeczywistość.#Spada wraz z napotykaniem dużo silniejszych przeciwników, od obrażeń od Przeklętej Magii, Ran głowy, negatywnych efektów Magii, silnego Bólu oraz Zatrucia.##Jeżeli Zdrowie Psychiczne spadnie poniżej ~r~50%~/~, postać może zacząć cierpieć na różne negatywne efekty psychiczne.
;;;;;;;;
;// Сила веток магии;// Magic Schools Power;// Magic Schools Power;// Magic Schools Power;;;;// Magic Schools Power
;;;;;;;;
Pyromantic_Power;Показатель эффективности всех заклинаний пиромантии;Indicates the effectiveness of all the Pyromancy spells.;表示所有炎系法术的效果。;Zeigt die Effektivität von Pyromantischen Zaubersprüchen.;;;;Wskazuje skuteczność wszystkich czarów Piromancji.
Geomantic_Power;Показатель эффективности всех заклинаний геомантии.;Indicates the effectiveness of all the Geomancy spells.;表示所有地系法术的效果。;Zeigt die Effektivität von Geomantischen Zaubersprüchen.;;;;Wskazuje skuteczność wszystkich czarów Geomancji.
Venomantic_Power;Показатель эффективности всех заклинаний веномантии.;Indicates the effectiveness of all the Venomancy spells.;表示所有毒系法术的效果。;Zeigt die Effektivität von Venomantischen Zaubersprüchen.;;;;Wskazuje skuteczność wszystkich czarów Truciznmancji.
Cryomantic_Power;Показатель эффективности всех заклинаний криомантии.;Indicates the effectiveness of all the Cryomancy spells.;表示所有冰系法术的效果。;Zeigt die Effektivität von Kryomantischen Zaubersprüchen.;;;;Wskazuje skuteczność wszystkich czarów Cryomancji.
Electromantic_Power;Показатель эффективности всех заклинаний электромантии.;Indicates the effectiveness of all the Electromancy spells.;表示所有电系法术的效果。;Zeigt die Effektivität von Elektromantischen Zaubersprüchen.;;;;Wskazuje skuteczność wszystkich czarów Elektromancji.
Arcanistic_Power;Показатель эффективности всех заклинаний арканистики.;Indicates the effectiveness of all the Arcane spells.;表示所有秘系法术的效果。;Zeigt die Effektivität von Arkanistischen Zaubersprüchen.;;;;Wskazuje skuteczność wszystkich czarów Tajemnych.
Astromantic_Power;Показатель эффективности всех заклинаний астромантии.;Indicates the effectiveness of all the Astromancy spells.;表示所有星系法术的效果。;Zeigt die Effektivität von Astromantischen Zaubersprüchen.;;;;Wskazuje skuteczność wszystkich czarów Astromancji.
Psimantic_Power;Показатель эффективности всех заклинаний псимантии.;Indicates the effectiveness of all the Psionics spells.;表示所有灵系法术的效果。;Zeigt die Effektivität von Psionischen Zaubersprüchen.;;;;Wskazuje skuteczność wszystkich czarów Psychicznych.
Chronomantic_Power;Показатель эффективности всех заклинаний хрономантии.;Indicates the effectiveness of all the Chronomancy spells.;表示所有命系法术的效果。;Zeigt die Effektivität von Chronomantischen Zaubersprüchen.;;;;Wskazuje skuteczność wszystkich czarów Chronomancji.
;;;;;;;;
;attribute_desc_end;attribute_desc_end;attribute_desc_end;attribute_desc_end;;;;attribute_desc_end
