Номера по спискам;Русский;English;中文;Deutsch;Español;Français;Italiano;Polski
Heather Shield D;Треугольный щит;Heater Shield;熨斗盾;Dreiecksschild;;;;Utwardzana Tarcza
Crow Heater Shield;Треугольный щит Ворона;Raven Heater Shield;渡鸦熨斗盾;Raben-Dreiecksschild;;;;Krucza Utwardzana Tarcza
Kite Shield;Каплевидный щит;Kite Shield;风筝盾;Kite-Schild;;;;Trójkątna Tarcza
Nistrian Shield;Нистрийский щит;Nistrian Shield;尼斯特拉盾;Nistrianischer Schild;;;;Nistriańska Tarcza
Skadian Shield;Скадийский щит;Skadian Shield;斯卡迪亚盾;Skadianischer Schild;;;;Skadiańska Tarcza
Huskarl Shield;Щит хускарла;Huskarl Shield;胡斯卡尔盾;Huskarl-Schild;;;;Tarcza Huskarli
Nomad Adarga;Адарга кочевника;Nomad Adarga;游牧阿达加盾;Nomaden-Adarga;;;;Nomadzka Tarcza
Joust Shield;Турнирный щит;Joust Shield;长枪比武盾;Tjost-Schild;;;;Tarcza Potknięcia
Rider Shield;Щит наездника;Rider Shield;马盾;Reiterschild;;;;Tarcza Łupieżcy
Long Shield;Длинный щит;Long Shield;长盾;Langschild;;;;Długa Tarcza
Knightly Shield;Рыцарский щит;Knightly Shield;骑士盾;Ritterschild;;;;Rycerska Tarcza
Tower Shield A;Ростовой щит;Tower Shield;巨盾;Turmschild;;;;Szeroka Tarcza
Tower Shield B;Ростовой щит;Tower Shield;巨盾;Turmschild;;;;Szeroka Tarcza
Heavy Shield;Тяжелый щит;Heavy Shield;重盾;Schwerer Schild;;;;Ciężka Tarcza
Reinforced Shield;Укрепленный щит;Reinforced Shield;包铁风筝盾;Verstärkter Schild;;;;Wzmocniona Tarcza
Brynn Pavesa;Бриннская павеза;Brynn Pavesa;布林帕西斯盾;Brynn-Pavesa;;;;Pavesa z Brynn
Defensive Shield;Оборонный щит;Defensive Shield;弩手护盾;Verteidigungsschild;;;;Obronna Tarcza
Orient Tower Shield;Восточный башенный щит;Orient Tower Shield;东方巨盾;Orientalischer Turmschild;;;;Orientalna Ciężka Tarcza
Guardian Shield;Гвардейский щит;Guardian Shield;护卫大盾;Wächterschild;;;;Tarcza Strażnicza
Rigild's Redemption;Искупление Ригильда;Rigild's Redemption;里吉尔达的救赎;Rigild's Erlösung;;;;Odkupienie Rigilda
;;;;;;;;
;;;;;;;;
Town Gloves;Городские перчатки;Town Gloves;城镇手套;Stadthandschuhe;;;;Miejskie Rękawice
Leather Gloves;Кожаные перчатки;Leather Gloves;皮手套;Lederhandschuhe;;;;Skórzane Rękawice
Falconeer Gloves;Перчатки сокольничего;Falconeer Gloves;隼猎手套;Falknerhandschuhe;;;;Rękawice Sokolnika
Tied Gloves;Перевязанные перчатки;Tied Gloves;缚腕手套;Gebundene Handschuhe;;;;Związane Rękawice
Blacksmith Mittens;Кузнечные рукавицы;Blacksmith Mittens;打铁手套;Schmiedehandschuhe;;;;Osłony Kowala
Leather Bracers;Кожаные наручи;Leather Bracers;皮护臂;Lederarmschienen;;;;Skórzane Karwasze
Mail Gloves;Кольчужные варежки;Mail Gloves;锁甲手套;Kettenhandschuhe;;;;Kolcze Rękawice
Brigantine Gloves;Бригантинные перчатки;Brigantine Gloves;布面甲手套;Brigantinen-Handschuhe;;;;Rękawice Brygantyny
Footman Gloves;Сержантские перчатки;Sergeant Gloves;军官手套;Unteroffizier-Handschuhe;;;;Rękawice Sierżanta
Plate Gloves;Латные перчатки;Plate Gloves;板甲手套;Plattenhandschuhe;;;;Płytowe Rękawice
Splint Vambraces;Шинные наручи;Splint Vambraces;条板护臂;Geschienter Armschutz;;;;Usztywnione Osłony
Jonna Gloves;Наручи Йонны;Jonna's Casting Bracers;约娜的施法手套;Jonna's Zauberhandschuhe;;;;Ćwiczebne Rękawice Jonny
;;;;;;;;
Rusted Shackles;Ржавые кандалы;Rusted Shackles;锈蚀的镣铐;Rostige Fesseln;;;;Zardzewiałe Kajdany
Sharp Shoes;Остроносые башмаки;Pointy Shoes;尖头鞋;Spitze Schuhe;;;;Szpiczaste Butki
Peasant Shoes;Крестьянские башмаки;Peasant Shoes;农家鞋;Bauernschuhe;;;;Buty Wieśniaka
Travelling Shoes;Башмаки странника;Travelling Shoes;旅人鞋;Reiseschuhe;;;;Buty Podróżnicze
Riding Boots;Ездовые сапоги;Riding Boots;马靴;Reitstiefel;;;;Jeździeckie Buty
Hide Boots;Кожаные сапоги;Hide Boots;生皮靴;Fellstiefel;;;;Skórzane Buty
Tanned Boots;Дублёные сапоги;Tanned Boots;熟皮靴;Gegerbte Stiefel;;;;Opalone Buty
Norse Boots;Сапоги северянина;Norse Boots;诺斯靴;Nordische Stiefel;;;;Norskie Buty
Footman Greaves;Сержантские поножи;Sergeant Greaves;军官胫甲;Unteroffizier-Beinschienen;;;;Kamasze Sierżanta
Aldwynn Sabatons;Альдвинские сабатоны;Aldwynn Sabatons;阿尔德文脚甲;Aldwynn-Sabatons;;;;Aldwyńskie Sabatony
;;;;;;;;
;;;;;;;;
Peasant Sash;Крестьянский кушак;Peasant Sash;裤带;Bauernschärpe;;;;Sakwa Wieśniaka
Waistband;Плетеный пояс;Waistband;腰带;Hosenbund;;;;Pasek
Leather Belt;Кожаный пояс;Leather Belt;皮带;Ledergürtel;;;;Skórzany Pas
Norse Belt;Пояс северянина;Norse Belt;诺斯腰带;Nordischer Gürtel;;;;Nordycki Pas
Footman Girdle;Солдатский пояс;Footman Girdle;步兵束带;Fußsoldatengürtel;;;;Pasek Piechura
Knightly Girdle;Рыцарский пояс;Knightly Girdle;骑士腰链;Rittergürtel;;;;Obręcz Rycerza
Luxorious Belt;Роскошный пояс;Luxorious Belt;豪华腰带;Luxuriöser Gürtel;;;;Luksusowy Pas
Jorgrim Belt;Пояс Йоргрима;Jorgrim's Belt;约戈里姆的腰带;Jorgrim's Gürtel;;;;Pas Jorgrima
;;;;;;;;
Copper Ring;Медное кольцо;Copper Ring;铜戒指;Kupferring;;;;Miedziany Pierścień
Silver Ring;Серебряное кольцо;Silver Ring;银戒指;Silberring;;;;Srebrny Pierścień
Golden Ring;Золотое кольцо;Gold Ring;金戒指;Goldring;;;;Złoty Pierścień
Silver Ruby Ring;Серебряное кольцо с рубином;Silver Ruby Ring;红宝石银戒指;Rubin-Silberring;;;;Srebrny Pierścień z Rubinem
Silver Ring With Amethyst;Серебряное кольцо с аметистом;Silver Amethyst Ring ;紫水晶银戒指;Amethyst-Silberring;;;;Srebrny Pierścień z Ametystem
Silver Ring With Aquamarine;Серебряное колько с аквамарином;Silver Aquamarine Ring;海蓝宝石银戒指;Aquamarin-Silberring;;;;Srebrny Pierścień z Akwamaryną
Golden Saphire Ring;Золотое сапфировое кольцо;Gold Sapphire Ring;蓝宝石金戒指;Saphir-Golddring;;;;Złoty pierścień z Szafirem
Golden Ruby Ring;Золотое рубиновое кольцо;Gold Ruby Ring;红宝石金戒指;Rubin-Goldring;;;;Złoty pierścień z Rubinem
Bronze Ring With Amethyst;Бронзовое кольцо с аметистом;Bronze Amethyst Ring;紫水晶青铜戒指;Amethyst-Bronzering;;;;Brązowy pierścień z Ametystem
Silver Ring With Topaz;Серебряное кольцо с топазом;Silver Topaz Ring;黄玉银戒指;Topas-Silberring;;;;Srebrny pierścień z Topazem
Golden Patterned Ring;Резное золотое кольцо;Carved Gold Ring;雕纹金戒指;Verzierter Goldring;;;;Rzeźbiony Złoty Pierścień
Golden Fancy Ring;Изысканное золотое кольцо;Exquisite Gold Ring;精致的金戒指;Exquisiter Goldring;;;;Wyśmienity Złoty Pierścień
Magnar's Eye;Глаз Магнара;Magnar Eye;麦格纳的眼球;Magnar's Auge;;;;Oko Magnara
Verren Ring;Кольцо Веррена;Verren's Ring;维伦的戒指;Verren's Ring;;;;Sygnet Varrena
;;;;;;;;
Copper Chain;Медная цепочка;Copper Chain;铜链;Kupferkette;;;;Miedziany Wisiorek
Ruby Necklace;Рубиновое ожерелье;Ruby Necklace;红宝石项链;Rubinhalskette;;;;Rubinowy Naszyjnik
Sapphire Pendant;Сапфировая подвеска;Sapphire Pendant;蓝宝石吊坠;Saphiranhänger;;;;Szafirowy Wisior
Fang Amulet;Клык-амулет;Fang Amulet;兽牙护符;Reißzahn-Amulett;;;;Amulet z Kłem
Phylactery;Филактерия;Phylactery;灵魂水晶;Phylakterion;;;;Phylasterium
Pearl Necklace;Жемчужное ожерелье;Pearl Necklace;珍珠项链;Perlenhalskette;;;;Perłowy Naszyjnik
Pagan Necklace;Языческий амулет;Pagan Amulet;异教护符;Heidnisches Amulett;;;;Pogański Amulet
Jorgrim Amulet;Амулет Йоргрима;Jorgrim's Amulet;约戈里姆的护符;Jogrim's Amulett;;;;Amulet Jorgrima
;armor_name_end;armor_name_end;armor_name;armor_name;;;;armor_name
;;;;;;;;
;armor_desc;armor_desc;armor_desc;armor_desc;;;;armor_desc
Board Shield;Самодельный щит, сбитый из нескольких грубо отёсанных досок. Всё ещё лучше, чем ничего.;This homemade shield is just a few rough planks cobbled together. Still better than nothing.;几块木板凑在一起，就是一块盾牌。虽然简陋，总比什么都没有好。;Dieser selbstgemachte Schild besteht aus ein paar groben, zusammengeschusterten Brettern. Immer noch besser als nichts.;;;;Ta domowej roboty tarcza to po prostu kilka zbitych desek. Lepsze to niż nic.
Oaken Shield;Не отличается особой прочностью, но со своей задачей справляется.;It isn't particularly durable but it serves its purpose well enough.;撑不了太长时间，不过起码可以发挥盾牌的作用。;Er ist nicht besonders haltbar, aber er erfüllt seinen Zweck gut genug.;;;;Nie jest bardzo wytrzymała, ale robi robotę.
Fist Shield;Кулачные щиты не сковывают движений и позволяют отражать удары врага - при должной сноровке.;Fist shields don't restrict movement and let you parry enemy attacks as long as you have the dexterity.;拳盾不会妨碍持盾人的动作，而且只要你身手敏捷，就能用它挡住敌人的攻击。;Faustschilde schränken die Bewegung nicht ein und ermöglichen es dir, feindliche Angriffe zu parieren, solange du die Fingerfertigkeit hast.;;;;Osłony pięści nie ograniczają twoich ruchów i pozwalają blokować ciosy tak długo, jak starczy ci wytrzymałości i zręczności.
Leather Targe;Такие кожаные щиты до сих в пор ходу в Альдорских предгорьях.;These leather shields are still popular in the foothills of Aldor.;奥尔多山脚地区的人特别喜欢用这种皮盾。;Diese Lederschilde sind im Vorgebirge von Aldor immer noch beliebt.;;;;Te skórzane tarcze wciąż są popularne na wzgórzach Aldoru.
Dwarven Shield A;Дварфы часто используют круглые щиты - с ними удобно сражаться как в тесном строю, так и поодиночке.;Dwarves often use these round shields, suitable for combat in tight formation as well as alone. ;这种圆盾矮人经常用，既适合密集人群作战，也适合单打独斗。;Zwerge verwenden oft diese Rundschilde, die sich sowohl für den Kampf in enger Formation als auch allein eignen. ;;;;Krasnoludy mają w zwyczaju używać tych okrągłych tarcz, nie tylko w walce w formacjach, ale również samotnie.
Dwarven Shield B;Дварфы часто используют круглые щиты - с ними удобно сражаться как в тесном строю, так и поодиночке.;Dwarves often use these round shields, suitable for combat in tight formation as well as alone. ;这种圆盾矮人经常用，既适合密集人群作战，也适合单打独斗。;Zwerge verwenden oft diese Rundschilde, die sich sowohl für den Kampf in enger Formation als auch allein eignen. ;;;;Krasnoludy mają w zwyczaju używać tych okrągłych tarcz, nie tylko w walce w formacjach, ale również samotnie.
Dwarven Shield C;Дварфы часто используют круглые щиты - с ними удобно сражаться как в тесном строю, так и поодиночке.;Dwarves often use these round shields, suitable for combat in tight formation as well as alone.;这种圆盾矮人经常用，既适合密集人群作战，也适合单打独斗。;Zwerge verwenden oft diese Rundschilde, die sich sowohl für den Kampf in enger Formation als auch allein eignen. ;;;;Krasnoludy mają w zwyczaju używać tych okrągłych tarcz, nie tylko w walce w formacjach, ale również samotnie.
Round Shield;Деревянный щит, усиленный несколькими металлическими пластинами. Частое оружие альдорских ополченцев.;A wooden shield reinforced with a few metal plates. A common armament of Aldore's militia.;这种盾牌不是普通的木盾-----盾面多了一些加固的金属部件，在奥尔多民兵队里十分常见。;Ein mit einigen Metallplatten verstärkter Holzschild. Eine gängige Bewaffnung von Aldors Miliz.;;;;Drewniana tarcza ulepszona metalowymi dodatkami. Standardowe uzbrojenie wiejskich milicji w Aldor.
Elven Kalkan;Кочевники плетут свои калканы из тростниковых прутьев, а зачем скрепляют полученную конструкцию металлическими ободом. Получается лёгкий и надёжный щит.;To make a kalkan, nomads weave reed stalks into a desired form and fasten it with a metal ring. The resulting shield is both lightweight and durable.;游牧民族先用植物纤维将芦苇杆扎成致密结构，再用金属环将芦苇杆固定，一块轻便又耐用的盾牌就做成了。;Um einen Kalkan herzustellen, flechten Nomaden Schilfhalme in eine gewünschte Form und fixieren sie mit einem Metallring. Der daraus resultierende Schild ist leicht und haltbar.;;;;Aby zrobić tego typu tarczę, koczownicy splatają łodygi trzciny do pożądanej formy i łączą je metalowym pierścieniem. Powstała tarcza jest zarówno lekka, jak i trwała.
Duel Buckler;Лучший друг дуэлянта - после его клинка, чести и южного акцента.;A duelist's best friend, right after their blade, their honor and their southern accent.;参加对决的人最珍惜的东西，仅次于武器、荣誉和他们的南方口音。;Der beste Freund eines Duellanten, gleich nach seiner Klinge, seiner Ehre und seinem südlichen Akzent.;;;;Najlepszy przyjaciel szermierzy znanych z pojedynkowania się. Równie znany jak ich ostrza, honor oraz południowy akcent.
Orient Shield;Эльфийские щиты прочны и не отягощают руку. Говорят, будто их делают из некоего неизвестного в Альдоре сплава.;Elven shields are durable and don't weigh the arm down. Rumors say that they are made out of alloy exotic to Aldore.;精灵盾牌结实耐用，而且佩戴轻松。这些盾牌据说用的是奥尔多没有的某种合金。;Elfenschilde sind langlebig und beschweren den Arm nicht. Gerüchte besagen, dass sie aus einer für Aldor exotischen Legierung hergestellt werden.;;;;Elfickie tarcze są wytrzymałe i nie ważą tak dużo, by obciążać ramię. Plotki mówią, że wykonane są ze stopu nieznanego w Aldor.
Rondache;Рондаши пришли в Альдор откуда-то с Медных островов. Как и ко всему чужому и недавно созданному, здесь к ним относятся с некоторым недоверием.;Rondaches arrived to Aldor from some place on the Copper Isles. As with all things new and alien, the locals treat them with suspicion.;奥尔多的轻圆盾是从紫铜群岛传过来的。陌生的新鲜事物来到这里之后，本地人一开始都不会坦然接受，所以轻圆盾也受到了质疑。;Rondaches kamen von irgendeinem Ort auf den Kupferinseln nach Aldor. Wie bei allen neuen und fremden Dingen behandeln die Einheimischen sie mit Misstrauen.;;;;Tego typu okrągłe tarcze trafiły do Aldor z Miedzianych Wysp. Jak wszystko co nowe, tak i te tarcze z początku były obiektem sceptycznych spojrzeń.
Maaf Shield;Маафы - каста воинов, захватившая власть в Яхонте несколько столетий назад. Их круглые щиты ни с чем не спутать.;Maafs are the warrior caste which seized power in Jacinth a few centuries ago. Their round shields are unmistakable.;玛弗是红锆王国的武士阶级，几百年之前夺下了王国的统治权，他们的圆盾特点鲜明。;Die Maafs sind die Kriegerkaste, die vor einigen Jahrhunderten in Jacinth die Macht ergriffen hat. Ihre runden Schilde sind unverkennbar.;;;;Maaf to potężna kasta wojowników, która zdobyła władzę w Jacinth kilka stuleci temu. Ich okrągłe tarcze trudno przeoczyć pośród innych.
Heavy Kalkan;Этот калкан больше и тяжелее, чем обычный. Вероятно, когда-то он принадлежал какому-то богатому и знатному кочевнику.;This kalkan is larger and heavier than a usual one. Perhaps it once belonged to a rich, powerful nomad.;这快穹顶圆盾比常见的更大、更重，过去可能属于游牧部落某个有钱有势的成员。;Dieser Kalkan ist größer und schwerer als ein gewöhnlicher. Vielleicht gehörte er einst einem reichen, mächtigen Nomaden.;;;;Ten rodzaj tarczy jest dużo większy i cięższy od innych z tego... gatunku. Możliwe, że niegdyś należała do wielkiego i potężnego Nomada.
Relict Shield;N/A;N/A;无;N/A;;;;N/A
Thousand Faced Shield;N/A;N/A;无;N/A;;;;N/A
Heather Shield A;Щиты такой формы - пожалуй, лучший выбор для пешего боя. Этот украшен символикой Великого Магистрата.;Shields of this form are perhaps the best choice for a battle on foot. This one is decorated by the symbol of the Grand Magistrate.;步兵作战，或许最适合用这种形状的盾牌。这一块上面绘有城市联盟的徽标。;Schilde dieser Form sind vielleicht die beste Wahl für einen Kampf zu Fuß. Dieser ist mit dem Symbol des Großen Magistrats geschmückt.;;;;Tarcze zrobione w tym stylu są prawdopodobnie najlepsze do walki na ubitej ziemi. Ta udekorowana jest symbolem Wielkiego Magistratu.
Heather Shield B;Щиты такой формы - пожалуй, лучший выбор для пешего боя. Этот украшен символикой Королевского Совета.;Shields of this form are perhaps the best choice for a battle on foot. This one is decorated by the symbol of the Royal Council.;步兵作战，或许最适合用这种形状的盾牌。这一块上面绘有皇廷的徽标。;Schilde dieser Form sind vielleicht die beste Wahl für einen Kampf zu Fuß. Dieser ist mit dem Symbol des Königlichen Rats geschmückt.;;;;Tarcze zrobione w tym stylu są prawdopodobnie najlepsze do walki na ubitej ziemi. Ta udekorowana jest symbolem Wielkiego Magistratu.
Heather Shield C;Щиты такой формы - пожалуй, лучший выбор для пешего боя. Этот украшен символикой Серой Армии.;Shields of this form are perhaps the best choice for a battle on foot. This one is decorated by the symbol of the Grey Army.;步兵作战，或许最适合用这种形状的盾牌。这一块上面绘有灰色军团的徽标。;Schilde dieser Form sind vielleicht die beste Wahl für einen Kampf zu Fuß. Dieser ist mit dem Symbol der Grauen Armee geschmückt.;;;;Tarcze zrobione w tym stylu są prawdopodobnie najlepsze do walki na ubitej ziemi. Ta udekorowana jest symbolem Wielkiego Magistratu.
Heather Shield D;Щиты такой формы - пожалуй, лучший выбор для пешего боя.;Shields of this form are perhaps the best choice for a battle on foot. ;步兵作战，或许最适合用这种形状的盾牌。;Schilde dieser Form sind vielleicht die beste Wahl für einen Kampf zu Fuß.;;;;Tarcze zrobione w tym stylu są prawdopodobnie najlepsze do walki na ubitej ziemi.
Crow Heater Shield;Банда Воронов считалась непобедимой до приснопамятного сражения на Висельном холме. Дружина сира Вольфарда пленных не брала: видимо, этот щит принадлежал одному из немногих выживших разбойников.;The band of Crows was thought to be undefeatable until the ever-memorable battle of the Hangman's Hill. Sir Wolfard's troops weren't taking prisoners - this shield must have belonged to one of the few surviving brigands.;乌鸦帮之前虽然看似只是乌合之众，可是堪称不败之军。不过，刑手山一役，沃法尔德爵士带兵打破了这个神话。沃法尔德军战后没有俘虏敌人，这块盾牌的主人应该就是当时某个死里逃生的土匪。;Die Krähenbande galt bis zur denkwürdigen Schlacht auf dem Henkersberg als unbesiegbar. Sir Wolfards Truppen nahmen keine Gefangenen. Dieser Schild muss einem der wenigen überlebenden Banditen gehört haben.;;;;Wierzono, że banda Kruków jest niepokonana od wielkiej i pamiętnej bitwy pod Wisielczym Wzgórzem. Wojska Sir Wolfarda nie brały jeńców. Ta tarcza musiała należeć do jednego z bardzo nielicznych ocalałych bandytów.
Kite Shield;Отлично защищает всё тело, но за это приходится платить скованной манёвренностью.;Protects the entire body but takes a toll on maneuverability.;可以挡住整个身体，但是不便移动。;Schützt den gesamten Körper, fordert aber einen Tribut an die Manövrierfähigkeit.;;;;Ochrania niemal całe ciało, ale płaci za to wielkim wysiłkiem przy poruszaniu się.
Nistrian Shield;Любимый щит нистрийских всадников - его изогнутая форма надёжно защищает часть спины от стрел.;A favourite shield of Nistrian horsemen - its curved form reliably protects a part of the back from arrows.;尼斯特拉骑兵最喜欢带这种盾牌-----盾面呈弧形，可以抵挡背后飞来的箭矢。;Ein beliebtes Schild der nistrianischen Reiter - seine gebogene Form schützt einen Teil des Rückens zuverlässig vor Pfeilen.;;;;Ulubiona tarcza nistriańskich jeźdźców - specjalnie zakrzywiona część dobrze chroni plecy przed strzałami w trakcie jazdy.
Skadian Shield;Тяжёлый скадийский щит, украшенный гербом Великого Князя. Вероятно, он попал сюда вместе с каким-то наёмником.;A heavy Skadian shield decorated by the crest of the Grand Prince. It was probably brought here by some mercenary.;这块斯卡迪亚盾牌很重，盾面饰有大亲王的顶饰。可能是雇佣兵带过来的。;Ein schwerer skadianischer Schild, der mit dem Wappen des Großprinzen geschmückt ist. Er wurde wahrscheinlich von einem Söldner mit hierher gebracht.;;;;Ciężka skadiańska tarcza dekorowana herbem Wielkiego Księcia. Dostała się na te ziemie prawdopodobnie dzięki najemnikowi.
Huskarl Shield;Дварфийские хускарлы не расстаются со своими щитами даже во сне. Как-никак, они всегда должны быть готовы защищать своего господина.;Dwarf huskarls don't let go off their shields even in their sleep. After all, protecting their lord is a full time job.;矮人护卫就算睡觉，手里也要攥着盾牌。毕竟他们需要保护主人，时时刻刻都要警惕。;Zwergenhuskarls trennen sich auch im Schlaf nicht von ihren Schilden. Schließlich ist der Schutz ihres Herrn eine Vollzeitbeschäftigung.;;;;Krasnoludzcy wojownicy nie rozstają się ze swoją tarczą nawet wtedy, kiedy śpią. Śmiało można rzec, że ochrona ich władcy jest ich pracą na więcej niż pełen etat.
Nomad Adarga;Наездники Охирских пустошей предпочитают не калканы, а лёгкие кожаные адарги - с ними куда удобней сражаться верхом.;Horsemen of the Ohirian wastelands prefer adargas over kalkans. A light leather shield is more convenient when fighting from horseback.;欧希勒荒原马背上的民族不爱穹顶圆盾，青睐阿达加盾。人在马上，轻巧的皮盾在战斗的时候用起来更加方便。;Die Reiter der ohirianischen Einöde bevorzugen Adargas gegenüber den Kalkans. Ein leichter Lederschild ist bei Kämpfen vom Pferd aus bequemer.;;;;Konni ohiriańscy jeźdźcy z pustkowi preferują tego typu tarcze nad innymi. Lżejsza tarcza jest bardziej skuteczna i wskazana w trakcie jazdy konno.
Joust Shield;Главное на турнире - показать себя, поэтому на роспись турнирных щитов не жалеют денег.;The main purpose of a joust is to show off, so there are no expenses spared when it comes to decorating these shields.;马上长枪比武的主要目的就是张扬和炫耀，所以比武的人为了装点这种盾牌，无论花多少钱都不会心疼。;Der Hauptzweck eines Tjosts ist es, zu prahlen, daher werden keine Kosten gescheut, wenn es darum geht, diese Schilde zu dekorieren.;;;;Przykład tych tarcz dowodzi, że nie ma żadnych granic, kiedy mowa jest o dekorowaniu. Ilość wydanych pieniędzy nie gra roli.
Rider Shield;Самый частый выбор конного рыцаря - отведёт удар копья и поможет защититься даже в пешем бою.;A popular choice among mounted knights - it deflects spears and helps with standing your ground when fighting on foot.;骑士都喜欢带这种盾。这种盾牌可以挡开长矛，徒步作战的时候，也能让你扛住敌人的进攻。;Eine beliebte Wahl unter den berittenen Rittern - es wehrt die Speere ab und hilft, sich im Kampf zu Fuß zu behaupten.;;;;Bardzo popularny wybór wśród rycerzy walczących konno - odbija włócznie oraz doskonale chroni, kiedy bronisz swojej pozycji walcząc na własnych nogach.
Long Shield;Такой щит совмещает удобство треугольного щита с защитой каплевидного. Из недостатков - довольно тяжеловат.;This shield combines convenience of heater shields with protection of kite shields. On the downside, it's rather heavy.;这种盾牌和熨斗盾一样便利，保护范围又不逊色于风筝盾，重量是唯一的美中不足。;Dieser Schild kombiniert die Bequemlichkeit von Dreiecksschilden mit dem Schutz von Kite-Schilden. Die Kehrseite ist sein Gewicht.;;;;Ta tarcza miesza wytrzymałość hartowanych tarcz z protekcją trójkątnych. Niestety jest raczej dużo cięższa.
Knightly Shield;Иногда рыцарю требуется выступить пешим. Такой щит - лучший выбор для таких случаев.;Sometimes a knight needs to fight on foot. This shield is a perfect choice for such scenarios.;骑士有时需要下马作战，这个时候就非常适合用这种盾牌。;Manchmal muss ein Ritter zu Fuß kämpfen. Dieser Schild ist eine perfekte Wahl für solche Szenarien.;;;;Czasami rycerz musi walczyć pieszo. Ta tarcza jest idealna na tego typu scenariusze.
Tower Shield A;Укроет от большинства ударов, но вот бегать с ним - сущее мучение.;It will protect from the majority of attacks but it's a sheer torment to move around with it.;可以抵挡大多数攻击，不过移动非常麻烦。;Er schützt vor den meisten Angriffen, aber es ist eine schiere Qual, sich mit ihm zu bewegen.;;;;Ta bariera ochroni przed większością ataków, jednak poruszanie się z nią to prawdziwa udręka.
Tower Shield B;Укроет от большинства ударов, но вот бегать с ним - сущее мучение.;It will protect from the majority of attacks but it's a sheer torment to move around with it.;可以抵挡大多数攻击，不过移动非常麻烦。;Er schützt vor den meisten Angriffen, aber es ist eine schiere Qual, sich mit ihm zu bewegen.;;;;Ta bariera ochroni przed większością ataków, jednak poruszanie się z nią to prawdziwa udręka.
Heavy Shield;Такие щиты в Альдоре иногда называют "штурмовыми" - за ними удобно укрываться от стрел, выпущенных со стен.;These shields are often called "storm shields" in Aldor. They come in handy when you need to hide from arrows raining down from the walls of a besieged castle.;奥尔多的人经常把这种盾牌叫作“箭雨盾”。攻城的时候，如果敌人的弓兵在城墙上一齐放箭，这种盾牌就能派上保命的用场了。;Diese Schilde werden in Aldor oft als "Sturmschilde" bezeichnet. Sie sind sehr nützlich, wenn man sich vor Pfeilen schützen muss, die von den Mauern einer belagerten Burg herabregnen.;;;;Te tarcze często nazywa się "burzowymi" w Aldor. Przychodzą z pomocą, kiedy musisz schronić się przed deszczem strzał z murów obleganych miast.
Reinforced Shield;Длинный и прочный щит, укреплённый по кромке железной оковкой.;A long and sturdy shield, its rims reinforced with iron bands.;又长又结实，外缘包了几层铁。;Ein langer und robuster Schild, dessen Ränder mit Eisenbändern verstärkt sind.;;;;Długa i porządna tarcza, ulepszona po bokach żelaznymi ramami.
Brynn Pavesa;Такие щиты стоят на вооружении знаменитых Арбалетных бригад - элитных частей бриннского гарнизона.;These shields are employed by the famous Crossbow brigades, elite units of the Brynn garrison.;布林戍军的精英部队-----声名赫赫的弩兵旅用的就是这种盾牌。;Diese Schilde werden von den berühmten Armbrustbrigaden, Eliteeinheiten der Brynn-Garnison, eingesetzt.;;;;Ten rodzaj tarczy używany jest przez sławne drużyny kuszników, elitarne jednostki garnizonu w Brynn.
Defensive Shield;Этот щит был спроектирован каким-то изобретателем специально для Арбалетных бригад. Бриннский магистрат забраковал их конструкцию, и поэтому первую партию пришлось распродать всем желающим.;This shield was designed specifically for the Crossbow brigades. The Magistrate of Brynn rejected the design, so the entirety of the first batch was sold to whoever was willing to buy.;这种盾牌专为布林的弩兵旅设计，可是没有得到布林裁判官的认可，所以只造了一批，而且全部卖了出去。;Dieser Schild wurde speziell für die Armbrustbrigaden entwickelt. Der Magistrat von Brynn lehnte den Entwurf ab, so dass die gesamte erste Serie an denjenigen verkauft wurde, der bereit war zu kaufen.;;;;Ten rodzaj tarczy został zaprojektowany specjalnie dla brygad kuszników. Magistrat Brynn odrzucił projekt, więc pierwsze egzemplarze sprzedano byle komu.
Orient Tower Shield;Главная загадка этого щита - как он оказался за тысячи лиг от полумифического Шангуо, где и был выкован.;The real mystery about this shield is how it found its way here from fabled Shanguo where it was forged.;这种巨盾产于神秘的单国，它们究竟是怎么流入奥尔多的，这才是最让人好奇的问题。;Das eigentliche Rätsel dieses Schildes ist, wie es aus dem sagenumwobenen Shanguo, wo es geschmiedet wurde, seinen Weg hierher gefunden hat.;;;;Prawdziwą zagadką jest to, w jaki sposób ta tarcza przebyła tak długą drogę aż tutaj, z osławionych kuźni w Shanguo.
Guardian Shield;После расформирования Королевской гвардии многие бывшие гвардейцы подались в наёмники, прихватив с собой своё снаряжение - включая и эти щиты.;After the Royal Guard was disbanded, many a guard decided to try their luck as mercenaries. They brought their equipment along with them, including these shields.;皇家卫队解散之后，许多守卫下海当了雇佣兵。他们没有抛弃自己从前的装备，依然带在身上，这些盾牌便是其中之一。;Nachdem die Königliche Garde aufgelöst wurde, beschloss so mancher Gardist, sein Glück als Söldner zu versuchen. Sie brachten ihre Ausrüstung mit, einschließlich dieser Schilde.;;;;Po tym jak Królewska Straż została rozwiązana, wielu strażników szukało szczęśćia jako najemnicy. Przynieśli ze sobą stary ekwipunek, wśród nich właśnie takie tarcze.
Rigild's Redemption;Без описания.;...;……;...;;;;...
;;;;;;;;
;;;;;;;;
